INFO : 2019-11-02 16:06:10,304 : ready main
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'STIXSizeThreeSym' (STIXSizThreeSymBol.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'DejaVu Sans' (DejaVuSans.ttf) normal normal 400 normal>) = 0.05
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBol.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'STIXGeneral' (STIXGeneralBol.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'cmtt10' (cmtt10.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymBol.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono-BoldOblique.ttf) oblique normal bold normal>) = 11.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'DejaVu Sans' (DejaVuSans-BoldOblique.ttf) oblique normal bold normal>) = 1.335
DEBUG : 2019-11-02 16:07:56,202 : findfont: score(<Font 'Noto Sans Rejang' (NotoSansRejang-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Times New Roman' (Times New Roman.ttf) normal normal roman normal>) = 10.145
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font '.Arabic UI Text' (ArabicUIText.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Noto Sans Vai' (NotoSansVai-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Courier New' (Courier New Bold.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Noto Sans Lisu' (NotoSansLisu-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Khmer MN' (Khmer MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Noto Sans Coptic' (NotoSansCoptic-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Sukhumvit Set' (SukhumvitSet.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Mukta Mahee' (MuktaMahee.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W3.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Copperplate' (Copperplate.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Courier New' (Courier New.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Noto Sans Linear B' (NotoSansLinearB-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Chalkduster' (Chalkduster.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Hiragino Sans GB' (Hiragino Sans GB.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Wingdings' (Wingdings.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Arial' (Arial.ttf) normal normal 400 normal>) = 6.413636363636363
DEBUG : 2019-11-02 16:07:56,203 : findfont: score(<Font 'Gurmukhi Sangam MN' (Gurmukhi Sangam MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Noto Sans Tagbanwa' (NotoSansTagbanwa-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Khmer Sangam MN' (Khmer Sangam MN.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymBol.otf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font '.Helvetica Neue DeskInterface' (HelveticaNeueDeskInterface.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Hiragino Mincho ProN' (ヒラギノ明朝 ProN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Heiti TC' (STHeiti Light.ttc) normal normal light normal>) = 10.24
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Wingdings 3' (Wingdings 3.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Optima' (Optima.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Kohinoor Bangla' (KohinoorBangla.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Noto Sans Saurashtra' (NotoSansSaurashtra-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Trattatello' (Trattatello.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Cochin' (Cochin.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font '.SF NS Text Condensed' (SFNSTextCondensed-Light.otf) normal normal light condensed>) = 10.44
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Georgia' (Georgia Italic.ttf) italic normal 400 normal>) = 11.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Apple SD Gothic Neo' (AppleSDGothicNeo.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'Apple Braille' (Apple Braille Outline 8 Dot.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font '.New York' (NewYork.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,204 : findfont: score(<Font 'KufiStandardGK' (KufiStandardGK.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Kannada MN' (Kannada MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Noto Sans Carian' (NotoSansCarian-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Arial Hebrew' (ArialHB.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Noto Serif Myanmar' (NotoSerifMyanmar.ttc) normal normal black normal>) = 10.525
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Noto Sans Ugaritic' (NotoSansUgaritic-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'STIXIntegralsUp' (STIXIntUpBol.otf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W2.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Savoye LET' (Savoye LET.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Futura' (Futura.ttc) normal normal medium normal>) = 10.145
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Arial' (Arial Italic.ttf) italic normal 400 normal>) = 7.413636363636363
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Arial Narrow' (Arial Narrow.ttf) normal normal 400 condensed>) = 10.25
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Mishafi Gold' (Mishafi Gold.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'STIXSizeTwoSym' (STIXSizTwoSymReg.otf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,205 : findfont: score(<Font 'Papyrus' (Papyrus.ttc) normal normal 400 condensed>) = 10.25
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font '.SF NS Text Condensed' (SFNSTextCondensed-Regular.otf) normal normal regular condensed>) = 10.25
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Zapfino' (Zapfino.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Al Nile' (Al Nile.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Noto Sans Imperial Aramaic' (NotoSansImperialAramaic-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Noto Sans Cuneiform' (NotoSansCuneiform-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Kohinoor Gujarati' (KohinoorGujarati.ttc) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W5.ttc) normal normal 700 normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'ITF Devanagari' (ITFDevanagari.ttc) normal normal book normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'STIXNonUnicode' (STIXNonUni.otf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Corsiva Hebrew' (Corsiva.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'PT Serif Caption' (PTSerifCaption.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Georgia' (Georgia.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,206 : findfont: score(<Font 'Baskerville' (Baskerville.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Euphemia UCAS' (EuphemiaCAS.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Noto Sans Cham' (NotoSansCham-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Gill Sans' (GillSans.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'STIXSizeFiveSym' (STIXSizFiveSymReg.otf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Noto Sans Kayah Li' (NotoSansKayahLi-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Arial Narrow' (Arial Narrow Bold.ttf) normal normal bold condensed>) = 10.535
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBol.otf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Tamil MN' (Tamil MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Myanmar MN' (Myanmar MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,207 : findfont: score(<Font 'Georgia' (Georgia Bold.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Noto Sans Oriya' (NotoSansOriya.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Times New Roman' (Times New Roman Italic.ttf) italic normal roman normal>) = 11.145
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W1.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Kefa' (Kefa.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Snell Roundhand' (SnellRoundhand.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,208 : findfont: score(<Font 'Arial Unicode MS' (Arial Unicode.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Chakma' (NotoSansChakma-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'STIXSizeOneSym' (STIXSizOneSymReg.otf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Webdings' (Webdings.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Cypriot' (NotoSansCypriot-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Sana' (Sana.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Arial Black' (Arial Black.ttf) normal normal black normal>) = 10.525
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Farisi' (Farisi.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font '.SF Compact Display' (SFCompactDisplay.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Armenian' (NotoSansArmenian.ttc) normal normal black normal>) = 10.525
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Devanagari Sangam MN' (Devanagari Sangam MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'PingFang HK' (PingFang.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Kharoshthi' (NotoSansKharoshthi-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Batak' (NotoSansBatak-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Times New Roman' (Times New Roman Bold.ttf) normal normal roman normal>) = 10.145
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Bradley Hand' (Bradley Hand Bold.ttf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,209 : findfont: score(<Font 'Noto Sans Egyptian Hieroglyphs' (NotoSansEgyptianHieroglyphs-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Malayalam MN' (Malayalam MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Apple Symbols' (Apple Symbols.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Gurmukhi MT' (Gurmukhi.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Noto Sans Myanmar' (NotoSansMyanmar.ttc) normal normal black normal>) = 10.525
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Sinhala Sangam MN' (Sinhala Sangam MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W8.ttc) normal normal 700 normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Al Bayan' (AlBayan.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Noto Sans Lepcha' (NotoSansLepcha-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font '.SF NS Display Condensed' (SFNSDisplayCondensed-Medium.otf) normal normal medium condensed>) = 10.344999999999999
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Times New Roman' (Times New Roman Bold Italic.ttf) italic normal roman normal>) = 11.145
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Marker Felt' (MarkerFelt.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Farah' (Farah.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Noto Serif Balinese' (NotoSerifBalinese-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font '.SF NS Display Condensed' (SFNSDisplayCondensed-Heavy.otf) normal normal heavy condensed>) = 10.629999999999999
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Lao MN' (Lao MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Noto Sans Old South Arabian' (NotoSansOldSouthArabian-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Phosphate' (Phosphate.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'PT Serif' (PTSerif.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,210 : findfont: score(<Font 'Myanmar Sangam MN' (Myanmar Sangam MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Nadeem' (Nadeem.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font '.SF NS Display Condensed' (SFNSDisplayCondensed-Regular.otf) normal normal regular condensed>) = 10.25
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Hiragino Maru Gothic Pro' (ヒラギノ丸ゴ ProN W4.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Luminari' (Luminari.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Trebuchet MS' (Trebuchet MS Bold Italic.ttf) italic normal bold normal>) = 11.335
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Noto Sans Lycian' (NotoSansLycian-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Sinhala MN' (Sinhala MN.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Bodoni 72' (Bodoni 72.ttc) normal normal book normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Verdana' (Verdana Bold Italic.ttf) italic normal bold normal>) = 4.971363636363637
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Waseem' (Waseem.ttc) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Kohinoor Telugu' (KohinoorTelugu.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font '.Aqua Kana' (AquaKana.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Raanana' (Raanana.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Symbol' (Symbol.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Helvetica Neue' (HelveticaNeue.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Silom' (Silom.ttf) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Times' (Times.ttc) normal normal roman normal>) = 10.145
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Noto Sans Kannada' (NotoSansKannada.ttc) normal normal black normal>) = 10.525
DEBUG : 2019-11-02 16:07:56,211 : findfont: score(<Font 'Noto Sans NKo' (NotoSansNKo-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'DIN Condensed' (DIN Condensed Bold.ttf) normal normal bold condensed>) = 10.535
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'STIXIntegralsUp' (STIXIntUpReg.otf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'Noto Sans Buhid' (NotoSansBuhid-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'STIXGeneral' (STIXGeneralBolIta.otf) italic normal bold normal>) = 11.335
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'STIXIntegralsSm' (STIXIntSmBol.otf) normal normal bold normal>) = 10.335
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'Noto Sans Brahmi' (NotoSansBrahmi-Regular.ttf) normal normal regular normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'SignPainter' (SignPainter.ttc) normal normal 400 normal>) = 10.05
DEBUG : 2019-11-02 16:07:56,212 : findfont: score(<Font 'STIXVariants' (STIXVarBol.otf) normal normal bold normal>) = 10.335
